"REF_DATE","GEO","DGUID","Assets and debts","Age group","Economic family type","Statistics","Confidence intervals","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023","Toronto, Ontario","2016S0503535","Non-mortgage debt","45 to 54 years","Economic families and persons not in an economic family","Median value for those holding asset or debt","Estimate","2023 constant dollars","449","units","0","v1230969770","16.30.5.1.5.1","28000","","","","0"
"2023","Toronto, Ontario","2016S0503535","Non-mortgage debt","55 to 64 years","Economic families and persons not in an economic family","Percentage holding asset or debt","Estimate","Percentage","242","units","0","v1230969821","16.30.6.1.4.1","62.3","","","","1"
"2023","Toronto, Ontario","2016S0503535","Non-mortgage debt","55 to 64 years","Economic families and persons not in an economic family","Median value for those holding asset or debt","Estimate","2023 constant dollars","449","units","0","v1230969824","16.30.6.1.5.1","30000","","","","0"
"2023","Toronto, Ontario","2016S0503535","Non-mortgage debt","65 years and older","Economic families and persons not in an economic family","Percentage holding asset or debt","Estimate","Percentage","242","units","0","v1230969875","16.30.7.1.4.1","34.6","","","","1"
"2023","Toronto, Ontario","2016S0503535","Non-mortgage debt","65 years and older","Economic families and persons not in an economic family","Median value for those holding asset or debt","Estimate","2023 constant dollars","449","units","0","v1230969878","16.30.7.1.5.1","9000","E","","","0"
"2023","Toronto, Ontario","2016S0503535","Net worth (total assets less total debt)","Under 65 years","Economic families and persons not in an economic family","Percentage holding asset or debt","Estimate","Percentage","242","units","0","v114981859","16.27.2.1.4.1","100.0","","","","1"
"2023","Toronto, Ontario","2016S0503535","Net worth (total assets less total debt)","Under 65 years","Economic families and persons not in an economic family","Median value for those holding asset or debt","Estimate","2023 constant dollars","449","units","0","v114981860","16.27.2.1.5.1","606600","","","","0"
"2023","Toronto, Ontario","2016S0503535","Net worth (total assets less total debt)","Under 35 years","Economic families and persons not in an economic family","Percentage holding asset or debt","Estimate","Percentage","242","units","0","v114981877","16.27.3.1.4.1","100.0","","","","1"
"2023","Toronto, Ontario","2016S0503535","Net worth (total assets less total debt)","Under 35 years","Economic families and persons not in an economic family","Median value for those holding asset or debt","Estimate","2023 constant dollars","449","units","0","v114981878","16.27.3.1.5.1","237400","E","","","0"
"2023","Toronto, Ontario","2016S0503535","Net worth (total assets less total debt)","35 to 44 years","Economic families and persons not in an economic family","Percentage holding asset or debt","Estimate","Percentage","242","units","0","v114981895","16.27.4.1.4.1","100.0","","","","1"
"2023","Toronto, Ontario","2016S0503535","Net worth (total assets less total debt)","35 to 44 years","Economic families and persons not in an economic family","Median value for those holding asset or debt","Estimate","2023 constant dollars","449","units","0","v114981896","16.27.4.1.5.1","587100","","","","0"
"2023","Toronto, Ontario","2016S0503535","Net worth (total assets less total debt)","45 to 54 years","Economic families and persons not in an economic family","Percentage holding asset or debt","Estimate","Percentage","242","units","0","v114981913","16.27.5.1.4.1","100.0","","","","1"
"2023","Toronto, Ontario","2016S0503535","Net worth (total assets less total debt)","45 to 54 years","Economic families and persons not in an economic family","Median value for those holding asset or debt","Estimate","2023 constant dollars","449","units","0","v114981914","16.27.5.1.5.1","912300","","","","0"
"2023","Toronto, Ontario","2016S0503535","Net worth (total assets less total debt)","55 to 64 years","Economic families and persons not in an economic family","Percentage holding asset or debt","Estimate","Percentage","242","units","0","v114981931","16.27.6.1.4.1","100.0","","","","1"
"2023","Toronto, Ontario","2016S0503535","Net worth (total assets less total debt)","55 to 64 years","Economic families and persons not in an economic family","Median value for those holding asset or debt","Estimate","2023 constant dollars","449","units","0","v114981932","16.27.6.1.5.1","1175000","","","","0"
"2023","Toronto, Ontario","2016S0503535","Net worth (total assets less total debt)","65 years and older","Economic families and persons not in an economic family","Percentage holding asset or debt","Estimate","Percentage","242","units","0","v114981949","16.27.7.1.4.1","100.0","","","","1"
"2023","Toronto, Ontario","2016S0503535","Net worth (total assets less total debt)","65 years and older","Economic families and persons not in an economic family","Median value for those holding asset or debt","Estimate","2023 constant dollars","449","units","0","v114981950","16.27.7.1.5.1","1183500","","","","0"


